POSIX,source,app,x_x0,y_y0,t_t0,RSTART,RSTOP,status,,
1491494301,96,1,0,0,7,0,8,,,
1491495222,6,1,0,0,0,0,7,,,
1491506108,5,1,0,0,3,0,3,,,
1491508435,22,1,0,0,2,0,8,running,,
1491509615,121,1,0,0,3,0,2,,,
1491552651,122,1,0,0,1,0,4,,,
1491554947,116,1,0,0,1,0,9,,,
1491562823,104,1,0,0,4,0,8,,,
1491564637,95,1,0,0,0,0,3,,,
1491567557,113,1,0,0,2,0,5,running,,
1491570703,72,1,0,0,1,0,10,,,
1491570895,115,1,0,0,5,0,10,,,
1491571478,47,1,0,0,7,0,1,,,
1491571754,12,1,0,0,1,0,10,,,
1491572357,55,1,0,0,2,0,4,running,,
1491573462,58,1,0,0,1,0,2,,,
1491575574,99,1,0,0,4,0,10,,,
1491577186,4,1,0,0,2,0,9,running,,
1491577487,87,1,0,0,4,0,6,,,
1491580613,70,1,0,0,0,0,1,,,
1491580812,55,1,0,0,0,0,8,,,
1491582910,37,1,0,0,6,0,7,,,
1491583773,102,1,0,0,4,0,8,,,
1491584858,62,1,0,0,1,0,9,,,
1491586345,113,1,0,0,0,0,9,,,
1491586434,45,1,0,0,0,0,7,,,
1491588005,84,1,0,0,2,0,3,running,,
1491589053,122,1,0,0,0,0,2,,,
1491589234,122,1,0,0,1,0,9,,,
1491589774,118,1,0,0,2,0,9,running,,
1491596563,122,1,0,0,1,0,8,,,
1491598202,121,1,0,0,2,0,6,running,,
1491600427,95,1,0,0,1,0,10,,,
1491601370,22,1,0,0,0,0,9,,,
1491601399,115,1,0,0,2,0,7,running,,
1491602665,43,1,0,0,2,0,1,running,,
1491638558,65,1,0,0,3,0,2,,,
1491644728,63,1,0,0,0,0,8,,,
1491650421,116,1,0,0,0,0,7,,,
1491650525,64,1,0,0,2,0,5,running,,
1491653541,72,1,0,0,1,0,5,,,
1491655072,97,1,0,0,3,0,8,,,
1491656688,124,1,0,0,0,0,9,,,
1491667509,10,1,0,0,0,0,5,,,
1491668354,121,1,0,0,3,0,8,,,
1491671022,21,1,0,0,2,0,7,running,,
1491680108,125,1,0,0,0,0,3,,,
1491685876,92,1,0,0,1,0,1,,,
1491686476,25,1,0,0,1,0,8,,,
1491690947,46,1,0,0,4,0,9,,,
1491691711,58,1,0,0,0,0,3,,,
1491727902,31,1,0,0,3,0,6,,,
1491730140,72,1,0,0,1,0,7,,,
1491732775,53,1,0,0,0,0,9,,,
1491732828,118,1,0,0,0,0,9,,,
1491733279,47,1,0,0,1,0,9,,,
1491736152,31,1,0,0,1,0,3,,,
1491736284,53,1,0,0,0,0,8,,,
1491741634,71,1,0,0,0,0,3,,,
1491744293,121,1,0,0,1,0,7,,,
1491753555,109,1,0,0,0,0,9,,,
1491757560,123,1,0,0,4,0,8,,,
1491758837,68,1,0,0,6,0,7,,,
1491759471,12,1,0,0,1,0,5,,,
1491759571,25,1,0,0,1,0,8,,,
1491760348,14,1,0,0,6,0,1,,,
1491762276,42,1,0,0,1,0,9,,,
1491762500,25,1,0,0,2,0,5,running,,
1491767686,33,1,0,0,0,0,8,,,
1491768711,26,1,0,0,5,0,5,,,
1491770517,27,1,0,0,3,0,7,,,
1491771995,62,1,0,0,4,0,5,,,
1491773890,5,1,0,0,6,0,2,,,
1491774790,10,1,0,0,1,0,3,,,
1491811312,112,1,0,0,0,0,1,,,
1491824982,87,1,0,0,5,0,5,,,
1491827144,26,1,0,0,3,0,1,,,
1491827806,36,1,0,0,0,0,7,,,
1491832220,43,1,0,0,0,0,10,,,
1491833400,43,1,0,0,1,0,1,,,
1491835883,25,1,0,0,5,0,10,,,
1491838303,94,1,0,0,0,0,8,,,
1491838497,8,1,0,0,2,0,9,running,,
1491838610,79,1,0,0,5,0,7,,,
1491840912,70,1,0,0,1,0,9,,,
1491842071,122,1,0,0,1,0,6,,,
1491848963,5,1,0,0,4,0,9,,,
1491854272,87,1,0,0,1,0,8,,,
1491859686,78,1,0,0,4,0,3,,,
1491861487,117,1,0,0,0,0,3,,,
1491864970,56,1,0,0,6,0,8,,,
1491898231,72,1,0,0,2,0,9,running,,
1491898713,77,1,0,0,1,0,8,,,
1491899593,95,1,0,0,5,0,9,,,
1491902310,77,1,0,0,3,0,6,,,
1491903442,69,1,0,0,3,0,2,,,
1491909249,108,1,0,0,6,0,4,,,
1491917900,52,1,0,0,1,0,2,,,
1491918841,86,1,0,0,6,0,8,,,
1491918896,55,1,0,0,5,0,9,,,
1491920327,71,1,0,0,2,0,5,running,,
1491921740,107,1,0,0,1,0,5,,,
1491927633,30,1,0,0,2,0,2,running,,
1491928637,103,1,0,0,0,0,6,,,
1491930069,118,1,0,0,1,0,1,,,
1491930211,68,1,0,0,2,0,3,running,,
1491932851,9,1,0,0,1,0,5,,,
1491935649,69,1,0,0,3,0,6,,,
1491939483,81,1,0,0,2,0,3,running,,
1491942782,104,1,0,0,2,0,7,running,,
1491943724,105,1,0,0,2,0,7,running,,
1491946177,107,1,0,0,3,0,6,,,
1491948617,68,1,0,0,3,0,10,,,
1491949041,6,1,0,0,1,0,10,,,
1491984277,5,1,0,0,3,0,9,,,
1491987624,92,1,0,0,0,0,5,,,
1491987749,42,1,0,0,1,0,10,,,
1491987759,87,1,0,0,2,0,7,running,,
1491989576,105,1,0,0,5,0,8,,,
1491998200,31,1,0,0,7,0,1,,,
1492003561,108,1,0,0,0,0,5,,,
1492004358,56,1,0,0,0,0,1,,,
1492005652,123,1,0,0,2,0,7,running,,
1492006812,74,1,0,0,0,0,6,,,
1492009467,16,1,0,0,1,0,2,,,
1492019723,122,1,0,0,0,0,6,,,
1492021634,36,1,0,0,0,0,1,,,
1492024095,97,1,0,0,6,0,6,,,
1492025831,122,1,0,0,2,0,8,running,,
1492026875,94,1,0,0,3,0,1,,,
1492029234,15,1,0,0,0,0,7,,,
1492031454,28,1,0,0,6,0,7,,,
1492033092,79,1,0,0,5,0,3,,,
1492071473,125,1,0,0,7,0,2,,,
1492072740,97,1,0,0,3,0,10,,,
1492079895,30,1,0,0,1,0,6,,,
1492080689,101,1,0,0,2,0,10,running,,
1492083181,99,1,0,0,0,0,1,,,
1492086809,106,1,0,0,2,0,6,running,,
1492087058,58,1,0,0,1,0,2,,,
1492087785,104,1,0,0,1,0,6,,,
1492090284,36,1,0,0,2,0,2,running,,
1492097164,87,1,0,0,0,0,7,,,
1492105137,127,1,0,0,5,0,6,,,
1492105883,22,1,0,0,4,0,10,,,
1492106852,107,1,0,0,2,0,10,running,,
1492107674,28,1,0,0,7,0,10,,,
1492109297,85,1,0,0,0,0,6,,,
1492113441,75,1,0,0,7,0,4,,,
1492113485,89,1,0,0,0,0,9,,,
1492113722,63,1,0,0,2,0,3,running,,
1492116663,56,1,0,0,2,0,9,running,,
1492157452,67,1,0,0,0,0,4,,,
1492158406,38,1,0,0,7,0,9,,,
1492159293,17,1,0,0,1,0,8,,,
1492180356,65,1,0,0,2,0,10,,,
1492185938,105,1,0,0,3,0,6,,,
1492191990,81,1,0,0,1,0,2,,,
1492193049,29,1,0,0,1,0,1,,,
1492195012,72,1,0,0,6,0,2,,,
1492195734,14,1,0,0,2,0,10,,,
1492202959,38,1,0,0,4,0,8,,,
1492204324,55,1,0,0,2,0,1,,,
1492204909,10,1,0,0,5,0,1,,,
1492210052,12,1,0,0,0,0,9,,,
1492248528,62,1,0,0,5,0,10,,,
1492258055,79,1,0,0,1,0,5,,,
1492260793,55,1,0,0,6,0,5,,,
1492261826,22,1,0,0,0,0,3,,,
1492277437,29,1,0,0,3,0,3,,,
1492279616,107,1,0,0,0,0,10,,,
1492282048,97,1,0,0,2,0,2,,,
1492282927,15,1,0,0,1,0,8,,,
1492283585,118,1,0,0,0,0,2,,,
1492284395,57,1,0,0,3,0,5,,,
1492287617,115,1,0,0,2,0,9,,,
1492290111,94,1,0,0,0,0,2,,,
1492331869,107,1,0,0,1,0,3,,,
1492331973,117,1,0,0,1,0,5,,,
1492332935,82,1,0,0,1,0,2,,,
1492334539,72,1,0,0,4,0,10,,,
1492335240,117,1,0,0,2,0,9,,,
1492335241,28,1,0,0,0,0,8,,,
1492340256,101,1,0,0,6,0,6,,,
1492340753,17,1,0,0,2,0,5,,,
1492342481,38,1,0,0,4,0,2,,,
1492350103,56,1,0,0,0,0,5,,,
1492352040,54,1,0,0,1,0,1,,,
1492353259,13,1,0,0,3,0,6,,,
1492353719,10,1,0,0,2,0,8,,,
1492355818,17,1,0,0,4,0,2,,,
1492356912,39,1,0,0,1,0,5,,,
1492358953,73,1,0,0,6,0,8,,,
1492363576,101,1,0,0,3,0,3,,,
1492364591,45,1,0,0,1,0,5,,,
1492366454,85,1,0,0,0,0,4,,,
1492369316,53,1,0,0,2,0,8,,,
1492373020,37,1,0,0,1,0,4,,,
1492373779,25,1,0,0,1,0,10,,,
1492374346,76,1,0,0,0,0,4,,,
1492374407,20,1,0,0,0,0,9,,,
1492374481,69,1,0,0,1,0,7,,,
1492375666,69,1,0,0,3,0,8,,,
1492376482,39,1,0,0,0,0,8,,,
1492376610,103,1,0,0,1,0,9,,,
1492377777,74,1,0,0,1,0,6,,,
1492378251,94,1,0,0,3,0,1,,,
1492378381,68,1,0,0,1,0,1,,,
1492416702,121,1,0,0,2,0,3,,,
1492418111,47,1,0,0,5,0,8,,,
1492421267,27,1,0,0,0,0,9,,,
1492421724,20,1,0,0,5,0,9,,,
1492422401,6,1,0,0,0,0,2,,,
1492425115,77,1,0,0,0,0,10,,,
1492425870,9,1,0,0,2,0,8,,,
1492427009,86,1,0,0,3,0,8,,,
1492429257,97,1,0,0,3,0,6,,,
1492432447,88,1,0,0,0,0,3,,,
1492433271,57,1,0,0,1,0,2,,,
1492435959,53,1,0,0,0,0,2,,,
1492446308,26,1,0,0,7,0,4,,,
1492448493,65,1,0,0,5,0,6,,,
1492448653,74,1,0,0,1,0,10,,,
1492450725,3,1,0,0,1,0,10,,,
1492451037,77,1,0,0,2,0,6,,,
1492452045,69,1,0,0,0,0,3,,,
1492453440,4,1,0,0,3,0,7,,,
1492460644,27,1,0,0,1,0,4,,,
1492461280,29,1,0,0,0,0,7,,,
1492463800,43,1,0,0,3,0,7,,,
1492464192,118,1,0,0,1,0,1,,,
1492466664,28,1,0,0,0,0,5,,,
1492510434,63,1,0,0,0,0,8,,,
1492512199,97,1,0,0,4,0,6,,,
1492512257,102,1,0,0,6,0,7,,,
1492524639,49,1,0,0,1,0,1,,,
1492530189,118,1,0,0,0,0,4,,,
1492533064,26,1,0,0,4,0,4,,,
1492533803,86,1,0,0,1,0,2,,,
1492534890,17,1,0,0,3,0,10,,,
1492535389,18,1,0,0,5,0,6,,,
1492537670,81,1,0,0,1,0,5,,,
1492541706,5,1,0,0,5,0,10,,,
1492542494,45,1,0,0,5,0,9,,,
1492543330,51,1,0,0,3,0,4,,,
1492544390,63,1,0,0,7,0,4,,,
1492545039,12,1,0,0,0,0,6,,,
1492548617,48,1,0,0,4,0,8,,,
1492555200,119,1,0,0,3,0,8,,,
1492555770,87,1,0,0,0,0,2,,,
1492592279,110,1,0,0,1,0,3,,,
1492597056,56,1,0,0,2,0,5,,,
1492597510,89,1,0,0,1,0,8,,,
1492598396,82,1,0,0,2,0,8,,,
1492599854,40,1,0,0,0,0,9,,,
1492602466,12,1,0,0,6,0,3,,,
1492603338,13,1,0,0,0,0,3,,,
1492617132,57,1,0,0,1,0,9,,,
1492618908,71,1,0,0,7,0,1,,,
1492619741,124,1,0,0,1,0,3,,,
1492626846,5,1,0,0,0,0,5,,,
1492627831,44,1,0,0,3,0,1,,,
1492629606,90,1,0,0,0,0,6,,,
1492630570,48,1,0,0,3,0,6,,,
1492632161,70,1,0,0,0,0,6,,,
1492632980,127,1,0,0,0,0,2,,,
1492634351,101,1,0,0,1,0,2,,,
1492640313,46,1,0,0,2,0,9,,,
1492640887,101,1,0,0,0,0,9,,,
1492640994,53,1,0,0,7,0,1,,,
1492642443,36,1,0,0,3,0,8,,,
1492675691,121,1,0,0,3,0,10,,,
1492680064,73,1,0,0,3,0,10,,,
1492689172,112,1,0,0,1,0,5,,,
1492690840,87,1,0,0,4,0,8,,,
1492692913,99,1,0,0,4,0,4,,,
1492695148,97,1,0,0,0,0,7,,,
1492700130,35,1,0,0,1,0,3,,,
1492701974,63,1,0,0,2,0,9,,,
1492703872,40,1,0,0,0,0,10,,,
1492705883,107,1,0,0,0,0,2,,,
1492706862,67,1,0,0,6,0,6,,,
1492707098,63,1,0,0,6,0,1,,,
1492707110,8,1,0,0,5,0,6,,,
1492709929,71,1,0,0,1,0,9,,,
1492715797,20,1,0,0,6,0,2,,,
1492716204,56,1,0,0,0,0,10,,,
1492716964,27,1,0,0,1,0,5,,,
1492726485,31,1,0,0,0,0,9,,,
1492728650,115,1,0,0,1,0,7,,,
1492771339,87,1,0,0,2,0,4,,,
1492772124,125,1,0,0,4,0,3,,,
1492778097,85,1,0,0,5,0,5,,,
1492778457,115,1,0,0,2,0,5,,,
1492780484,68,1,0,0,3,0,3,,,
1492780893,33,1,0,0,0,0,6,,,
1492785904,37,1,0,0,0,0,1,,,
1492795870,82,1,0,0,0,0,10,,,
1492799552,62,1,0,0,3,0,6,,,
1492805095,39,1,0,0,6,0,5,,,
1492809972,17,1,0,0,2,0,3,,,
1492848236,62,1,0,0,7,0,5,,,
1492849204,109,1,0,0,1,0,6,,,
1492856026,80,1,0,0,5,0,5,,,
1492858919,64,1,0,0,0,0,2,,,
1492860672,36,1,0,0,1,0,5,,,
1492861579,118,1,0,0,1,0,1,,,
1492865491,96,1,0,0,0,0,10,,,
1492866599,56,1,0,0,0,0,4,,,
1492867640,42,1,0,0,1,0,6,,,
1492868510,13,1,0,0,1,0,9,,,
1492869976,44,1,0,0,1,0,9,,,
1492871618,97,1,0,0,0,0,5,,,
1492872145,85,1,0,0,6,0,3,,,
1492873655,97,1,0,0,0,0,9,,,
1492875107,56,1,0,0,1,0,5,,,
1492875792,8,1,0,0,1,0,10,,,
1492880801,65,1,0,0,2,0,2,,,
1492884860,99,1,0,0,2,0,8,,,
1492885874,80,1,0,0,3,0,2,,,
1492886188,58,1,0,0,6,0,3,,,
1492886493,117,1,0,0,0,0,7,,,
1492888783,114,1,0,0,1,0,2,,,
1492889632,38,1,0,0,0,0,9,,,
1492889634,95,1,0,0,1,0,8,,,
1492891719,47,1,0,0,2,0,10,,,
1492894629,51,1,0,0,3,0,2,,,
1492897440,117,1,0,0,0,0,10,,,
1492897535,6,1,0,0,1,0,3,,,
1492940542,56,1,0,0,1,0,2,,,
1492942303,13,1,0,0,2,0,8,,,
1492943001,15,1,0,0,3,0,6,,,
1492952447,63,1,0,0,1,0,2,,,
1492959598,78,1,0,0,1,0,1,,,
1492968817,58,1,0,0,0,0,4,,,
1492969829,37,1,0,0,0,0,7,,,
1492970462,103,1,0,0,1,0,8,,,
1492970626,82,1,0,0,1,0,6,,,
1492970648,14,1,0,0,1,0,10,,,
1492971430,95,1,0,0,0,0,2,,,
1492976604,90,1,0,0,0,0,4,,,
1492977740,57,1,0,0,0,0,1,,,
1492982197,77,1,0,0,6,0,1,,,
1492984810,72,1,0,0,0,0,2,,,
1493024313,12,1,0,0,0,0,3,,,
1493026489,112,1,0,0,0,0,10,,,
1493034590,62,1,0,0,1,0,6,,,
1493039659,14,1,0,0,2,0,1,,,
1493040390,57,1,0,0,1,0,5,,,
1493041389,62,1,0,0,1,0,9,,,
1493046271,76,1,0,0,0,0,8,,,
1493047087,62,1,0,0,3,0,7,,,
1493051026,4,1,0,0,2,0,8,,,
1493051275,15,1,0,0,1,0,8,,,
1493051861,127,1,0,0,4,0,5,,,
1493057891,123,1,0,0,6,0,7,,,
1493061733,6,1,0,0,4,0,10,,,
1493067196,125,1,0,0,1,0,1,,,
1493070708,107,1,0,0,2,0,6,,,
1493072400,28,1,0,0,0,0,6,,,
1493073333,107,1,0,0,5,0,3,,,
1493113031,2,1,0,0,0,0,9,,,
1493130254,6,1,0,0,0,0,5,,,
1493130426,104,1,0,0,0,0,2,,,
1493143275,116,1,0,0,2,0,2,,,
1493145786,77,1,0,0,1,0,9,,,
1493145890,51,1,0,0,1,0,7,,,
1493147674,98,1,0,0,7,0,7,,,
1493148072,30,1,0,0,1,0,10,,,
1493149543,63,1,0,0,0,0,2,,,
1493150100,49,1,0,0,2,0,1,,,
1493152487,4,1,0,0,7,0,3,,,
1493157783,72,1,0,0,0,0,4,,,
1493199333,77,1,0,0,0,0,9,,,
1493201770,8,1,0,0,1,0,6,,,
1493203507,104,1,0,0,4,0,5,,,
1493206063,118,1,0,0,0,0,1,,,
1493207189,112,1,0,0,0,0,3,,,
1493209095,105,1,0,0,2,0,6,,,
1493212180,97,1,0,0,4,0,4,,,
1493213281,44,1,0,0,0,0,5,,,
1493214727,54,1,0,0,2,0,8,,,
1493216872,42,1,0,0,4,0,5,,,
1493218095,101,1,0,0,1,0,2,,,
1493218151,2,1,0,0,2,0,7,,,
1493219718,76,1,0,0,2,0,10,,,
1493221606,117,1,0,0,0,0,10,,,
1493223467,27,1,0,0,0,0,3,,,
1493223487,87,1,0,0,1,0,2,,,
1493227199,63,1,0,0,5,0,3,,,
1493228173,105,1,0,0,0,0,3,,,
1493228247,97,1,0,0,1,0,1,,,
1493233662,3,1,0,0,5,0,1,,,
1493236965,92,1,0,0,5,0,10,,,
1493238682,102,1,0,0,0,0,10,,,
1493239482,54,1,0,0,0,0,3,,,
1493243125,39,1,0,0,0,0,4,,,
1493245194,69,1,0,0,1,0,2,,,
1493282038,51,1,0,0,1,0,2,,,
1493284048,17,1,0,0,2,0,5,,,
1493284410,99,1,0,0,5,0,5,,,
1493285348,76,1,0,0,4,0,5,,,
1493291808,75,1,0,0,1,0,8,,,
1493292251,37,1,0,0,3,0,5,,,
1493294065,74,1,0,0,0,0,10,,,
1493298233,98,1,0,0,7,0,8,,,
1493298343,2,1,0,0,6,0,5,,,
1493299877,64,1,0,0,0,0,5,,,
1493300386,42,1,0,0,0,0,1,,,
1493300439,115,1,0,0,4,0,4,,,
1493301986,53,1,0,0,1,0,5,,,
1493303181,56,1,0,0,0,0,1,,,
1493306193,31,1,0,0,3,0,6,,,
1493306725,105,1,0,0,5,0,3,,,
1493310509,75,1,0,0,0,0,4,,,
1493311625,21,1,0,0,1,0,8,,,
1493317991,118,1,0,0,3,0,1,,,
1493319039,117,1,0,0,0,0,3,,,
1493324429,71,1,0,0,1,0,2,,,
1493325702,42,1,0,0,0,0,1,,,
1493327746,80,1,0,0,4,0,7,,,
1493327915,74,1,0,0,0,0,5,,,
1493328284,55,1,0,0,1,0,5,,,
1493331368,25,1,0,0,5,0,3,,,
1493331437,11,1,0,0,0,0,7,,,
1493369839,73,1,0,0,6,0,9,,,
1493372023,5,1,0,0,0,0,8,,,
1493372110,110,1,0,0,0,0,9,,,
1493374499,42,1,0,0,0,0,2,,,
1493375727,114,1,0,0,3,0,2,,,
1493389186,74,1,0,0,1,0,6,,,
1493396435,16,1,0,0,4,0,1,,,
1493398392,82,1,0,0,2,0,6,,,
1493398590,48,1,0,0,0,0,7,,,
1493402452,84,1,0,0,3,0,5,,,
1493406393,18,1,0,0,2,0,2,,,
1493406416,44,1,0,0,3,0,9,,,
1493409699,123,1,0,0,0,0,8,,,
1493411069,75,1,0,0,1,0,10,,,
1493411978,11,1,0,0,3,0,2,,,
1493412946,33,1,0,0,3,0,1,,,
1493413431,116,1,0,0,1,0,3,,,
1493417269,17,1,0,0,5,0,7,,,
1493418096,76,1,0,0,5,0,5,,,
1493454074,40,1,0,0,1,0,4,,,
1493459748,42,1,0,0,0,0,10,,,
1493461593,96,1,0,0,0,0,3,,,
1493464226,48,1,0,0,2,0,9,,,
1493470063,94,1,0,0,0,0,6,,,
1493477200,126,1,0,0,3,0,5,,,
1493477333,15,1,0,0,2,0,5,,,
1493482131,42,1,0,0,1,0,2,,,
1493484716,14,1,0,0,3,0,1,,,
1493484738,116,1,0,0,0,0,7,,,
1493484907,60,1,0,0,1,0,1,,,
1493485824,123,1,0,0,0,0,1,,,
1493486242,105,1,0,0,1,0,8,,,
1493491010,56,1,0,0,4,0,1,,,
1493491871,65,1,0,0,1,0,6,,,
1493492945,18,1,0,0,6,0,2,,,
1493497673,73,1,0,0,6,0,7,,,
1493498383,31,1,0,0,1,0,1,,,
1493500947,54,1,0,0,7,0,1,,,
1493502041,40,1,0,0,1,0,7,,,
1493504041,110,1,0,0,3,0,10,,,
1493542324,80,1,0,0,7,0,8,,,
1493543125,114,1,0,0,0,0,8,,,
1493546124,79,1,0,0,5,0,3,,,
1493549267,81,1,0,0,4,0,1,,,
1493550055,40,1,0,0,1,0,9,,,
1493552195,56,1,0,0,3,0,4,,,
1493552220,115,1,0,0,0,0,7,,,
1493557515,33,1,0,0,0,0,9,,,
1493557874,30,1,0,0,6,0,6,,,
1493561199,92,1,0,0,1,0,7,,,
1493567097,25,1,0,0,0,0,7,,,
1493570561,46,1,0,0,0,0,1,,,
1493570743,63,1,0,0,7,0,3,,,
1493572638,20,1,0,0,0,0,9,,,
1493572788,107,1,0,0,5,0,9,,,
1493573656,113,1,0,0,2,0,5,,,
1493577823,80,1,0,0,1,0,5,,,
1493580633,19,1,0,0,4,0,1,,,
1493581253,48,1,0,0,1,0,6,,,
1493583479,94,1,0,0,1,0,7,,,
1493584929,81,1,0,0,7,0,2,,,
1493584946,121,1,0,0,6,0,1,,,
1493626306,15,1,0,0,1,0,9,,,
1493628193,119,1,0,0,6,0,7,,,
1493634043,70,1,0,0,0,0,9,,,
1493636951,75,1,0,0,5,0,8,,,
1493637374,29,1,0,0,0,0,5,,,
1493638001,71,1,0,0,2,0,8,,,
1493638508,64,1,0,0,0,0,2,,,
1493639471,113,1,0,0,0,0,2,,,
1493639484,102,1,0,0,1,0,2,,,
1493642643,88,1,0,0,1,0,3,,,
1493647033,7,1,0,0,1,0,1,,,
1493647638,119,1,0,0,3,0,5,,,
1493649360,124,1,0,0,4,0,7,,,
1493651950,21,1,0,0,0,0,9,,,
1493653886,44,1,0,0,1,0,7,,,
1493654945,67,1,0,0,0,0,7,,,
1493656900,15,1,0,0,2,0,8,,,
1493657779,95,1,0,0,1,0,4,,,
1493658105,121,1,0,0,1,0,5,,,
1493660554,82,1,0,0,0,0,4,,,
1493663055,2,1,0,0,1,0,9,,,
1493666664,92,1,0,0,1,0,4,,,
1493668584,52,1,0,0,3,0,9,,,
1493668974,62,1,0,0,1,0,10,,,
1493670661,110,1,0,0,1,0,5,,,
1493672694,3,1,0,0,0,0,2,,,
1493677815,92,1,0,0,3,0,4,,,
1493678721,109,1,0,0,3,0,10,,,
1493718784,10,1,0,0,3,0,4,,,
1493722076,89,1,0,0,0,0,1,,,
1493731728,125,1,0,0,0,0,9,,,
1493738008,8,1,0,0,4,0,3,,,
1493740561,25,1,0,0,1,0,2,,,
1493741440,71,1,0,0,0,0,3,,,
1493744958,29,1,0,0,6,0,8,,,
1493745096,14,1,0,0,4,0,7,,,
1493745100,27,1,0,0,0,0,8,,,
1493745809,68,1,0,0,4,0,4,,,
1493746515,85,1,0,0,1,0,4,,,
1493749998,73,1,0,0,4,0,2,,,
